,Id,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SalePrice,TotalLivingSF,TotalMainBath,TotalBath,AgeSold,TotalPorchSF,TotalSF,TotalArea,GarageAgeSold,LastRemodelYrs,NbhdPricePerSF
1053,1054,20,68.0,8562,5,6,1957,2002,3,4,145.0,2,2,2,383,0,833,1216,2,4,1,2,1526,0,0,1526,0,0,1,0,4,1,2,7,1,3,1957.0,1,1,364,3,116,78,0,0,0,0,0,5,2010,144500,2742,1.0,1.0,53,194,1909,3106,53.0,8,57.244515282205136
1054,1055,60,90.0,11367,8,5,2002,2002,6,3,210.0,3,2,3,932,0,133,1065,2,4,1,3,1091,898,0,1989,1,0,2,1,3,1,3,7,1,4,2002.0,3,2,586,3,199,60,0,0,0,0,0,11,2006,255000,3054,2.5,3.5,4,259,2921,3640,4.0,4,75.04142143422128
1055,1056,20,104.0,11361,6,5,1976,1976,4,3,160.0,2,2,2,644,0,549,1193,2,2,1,3,1523,0,0,1523,0,1,2,0,3,1,2,7,1,4,1976.0,3,2,478,3,0,0,0,0,189,0,0,5,2008,180000,2716,2.0,2.5,32,189,2167,3194,32.0,32,65.60556289753659
1056,1057,120,43.0,7052,7,5,2005,2005,6,4,240.0,3,2,3,659,0,705,1364,2,4,1,3,1364,0,0,1364,1,0,2,0,2,1,3,6,1,4,2005.0,2,2,484,3,192,36,0,0,0,0,0,6,2006,185850,2728,2.0,3.0,1,228,2023,3212,1.0,1,89.88078067216345
1057,1058,60,0.0,29959,7,6,1994,1994,3,0,0.0,3,2,3,595,0,378,973,2,4,1,3,979,871,0,1850,0,0,2,1,3,1,3,7,1,4,1994.0,3,2,467,3,168,98,0,0,0,0,0,1,2009,248000,2823,2.5,2.5,15,266,2445,3290,15.0,15,83.76917498948856
1058,1059,60,96.0,11308,9,5,2008,2008,6,4,154.0,4,2,3,936,0,168,1104,2,4,1,3,1130,1054,0,2184,1,0,2,1,3,1,4,10,1,4,2008.0,3,3,836,3,0,102,0,0,0,0,0,7,2009,335000,3288,2.5,3.5,1,102,3120,4124,1.0,1,89.88078067216345
1059,1060,50,0.0,11275,6,7,1932,1950,1,3,480.0,2,2,2,297,557,0,854,2,2,1,3,1096,895,0,1991,0,0,1,1,3,1,2,7,1,2,1977.0,1,2,432,3,0,0,19,0,0,0,0,3,2007,220000,2845,1.5,1.5,75,19,2845,3277,30.0,57,74.76968106580541
1060,1061,120,41.0,4920,8,5,2001,2001,7,0,0.0,3,2,3,616,0,722,1338,2,4,1,3,1338,0,0,1338,1,0,2,0,2,1,3,6,0,4,2001.0,3,2,582,3,0,0,170,0,0,0,0,4,2010,213500,2676,2.0,3.0,9,170,1954,3258,9.0,9,91.26740111931524
1061,1062,30,120.0,18000,3,4,1935,1950,1,0,0.0,1,2,2,0,0,894,894,2,2,1,3,894,0,0,894,0,0,1,0,2,1,2,6,0,2,1994.0,2,3,1248,3,0,20,0,0,0,0,560,8,2008,81000,1788,1.0,1.0,73,20,894,3036,14.0,58,53.85268421741216
1062,1063,190,85.0,13600,5,5,1900,1950,1,0,0.0,2,2,1,0,0,662,662,2,2,0,3,1422,915,0,2337,0,0,2,0,5,2,2,10,0,2,1945.0,1,2,560,3,0,57,0,0,0,0,0,9,2007,90000,2999,2.0,2.0,107,57,2337,3559,62.0,57,56.50343751827948
1063,1064,30,50.0,6000,6,6,1925,1980,1,0,0.0,2,3,1,397,0,706,1103,2,3,1,3,1103,0,0,1103,0,0,1,0,2,1,3,5,1,2,1976.0,1,2,440,3,166,120,0,0,0,0,0,7,2006,110500,2206,1.0,1.0,81,286,1500,2646,30.0,26,56.50343751827948
1064,1065,20,0.0,11000,5,6,1966,1966,4,3,200.0,2,2,2,740,230,184,1154,2,4,1,3,1154,0,0,1154,0,0,1,1,3,1,2,6,1,4,1966.0,2,2,480,3,0,58,0,0,0,0,0,11,2009,154000,2308,1.5,1.5,43,58,2124,2788,43.0,43,62.495892085837696
1065,1066,60,80.0,14000,7,5,1996,1997,1,0,0.0,3,2,3,1201,0,105,1306,2,4,1,3,1306,954,0,2260,1,0,2,1,3,1,3,7,0,4,1996.0,2,2,533,3,296,44,0,0,0,0,0,4,2010,328000,3566,2.5,3.5,14,340,3461,4099,14.0,13,70.91761790148465
1066,1067,60,59.0,7837,6,7,1993,1994,6,0,0.0,3,2,3,0,0,799,799,2,3,1,3,799,772,0,1571,0,0,2,1,3,1,2,7,1,4,1993.0,2,2,380,3,0,40,0,0,0,0,0,5,2009,178000,2370,2.5,2.5,16,40,1571,2750,16.0,15,76.84454061251664
1067,1068,60,80.0,9760,6,6,1964,1964,3,3,360.0,2,2,2,674,106,0,780,2,2,1,3,798,813,0,1611,1,0,1,1,4,1,2,7,0,4,1964.0,2,2,442,3,328,128,0,0,189,0,0,6,2008,167900,2391,1.5,2.5,44,645,2391,2833,44.0,44,62.495892085837696
1068,1069,160,42.0,3964,6,4,1973,1973,7,0,0.0,2,2,2,837,0,105,942,2,3,1,3,1291,1230,0,2521,1,0,2,1,5,1,2,10,1,4,1973.0,3,2,576,3,728,20,0,0,0,0,0,6,2006,151400,3463,2.5,3.5,33,748,3358,4039,33.0,33,57.56982376584562
1069,1070,45,60.0,9600,5,7,1949,2003,1,0,0.0,2,2,2,220,0,625,845,2,2,1,3,893,0,0,893,0,1,1,0,2,1,3,4,0,2,1985.0,1,2,576,3,0,0,0,0,0,0,0,5,2007,135000,1738,1.0,1.5,58,0,1113,2314,22.0,4,62.495892085837696
1070,1071,20,72.0,10152,5,5,1956,1956,1,3,120.0,2,2,2,586,0,462,1048,2,2,1,3,1048,0,0,1048,1,0,1,0,3,1,2,6,0,4,1956.0,1,1,286,3,0,20,0,0,192,0,0,6,2007,135000,2096,1.0,2.0,51,212,1634,2382,51.0,51,62.495892085837696
1071,1072,60,78.0,11700,6,6,1968,1968,1,0,0.0,2,2,2,298,0,429,727,2,4,1,3,829,727,0,1556,0,0,1,1,4,1,2,8,0,4,1968.0,1,2,441,3,0,0,0,0,0,0,0,5,2009,154000,2283,1.5,1.5,41,0,1854,2724,41.0,41,65.60556289753659
1072,1073,50,50.0,7585,5,3,1948,1950,1,0,0.0,2,2,2,0,0,810,810,2,1,1,2,1002,454,0,1456,1,1,1,0,4,1,2,7,1,2,1954.0,1,1,280,3,0,0,0,0,0,0,0,8,2006,91500,2266,1.0,2.5,58,0,1456,2546,52.0,56,57.244515282205136
1073,1074,60,75.0,7950,6,6,1977,1977,3,3,140.0,2,2,2,535,0,155,690,2,2,1,3,698,728,0,1426,0,0,1,1,3,1,2,6,0,4,1977.0,3,2,440,3,252,0,0,0,0,0,0,7,2009,159500,2116,1.5,1.5,32,252,1961,2556,32.0,32,57.244515282205136
1074,1075,20,74.0,8556,7,5,2006,2006,6,0,0.0,3,2,3,0,0,1240,1240,2,4,1,3,1240,0,0,1240,0,0,2,0,2,1,3,5,0,4,2006.0,2,3,826,3,140,93,0,0,0,0,0,5,2007,194000,2480,2.0,2.0,1,233,1240,3306,1.0,1,75.04142143422128
1075,1076,70,75.0,13125,7,6,1940,1984,1,0,0.0,2,2,2,410,0,390,800,2,2,1,3,960,780,0,1740,0,0,1,1,3,1,2,6,2,4,1940.0,1,1,240,3,0,0,0,0,0,0,0,7,2007,219500,2540,1.5,1.5,67,0,2150,2780,67.0,23,74.76968106580541
1076,1077,50,60.0,10800,5,8,1936,1989,1,0,0.0,2,2,2,626,0,170,796,2,3,1,3,1096,370,0,1466,0,1,2,0,3,1,3,7,1,4,1950.0,1,2,566,3,436,21,0,0,0,0,500,4,2006,170000,2262,2.0,2.5,70,457,2092,2828,56.0,17,56.50343751827948
1077,1078,20,0.0,15870,5,5,1969,1969,6,0,0.0,2,2,2,75,791,230,1096,2,4,1,3,1096,0,0,1096,1,0,1,0,3,1,2,6,0,4,1969.0,3,1,299,3,240,32,0,0,0,0,0,3,2006,138800,2192,1.0,2.0,37,272,1962,2491,37.0,37,62.495892085837696
1078,1079,120,37.0,4435,6,5,2004,2004,6,3,169.0,3,2,3,662,0,186,848,2,4,1,3,848,0,0,848,1,0,1,0,1,1,3,3,1,4,2004.0,2,2,420,3,140,0,0,0,0,0,0,5,2006,155900,1696,1.0,2.0,2,140,1510,2116,2.0,2,75.04142143422128
1079,1080,20,65.0,8775,5,5,1994,1994,6,0,0.0,2,2,3,495,0,495,990,2,3,1,3,990,0,0,990,0,0,1,0,3,1,2,5,0,4,1996.0,1,1,299,3,0,64,0,0,0,0,0,4,2007,126000,1980,1.0,1.0,13,64,1485,2279,11.0,13,75.04142143422128
1080,1081,20,80.0,11040,6,7,1971,2004,6,3,144.0,3,3,2,656,0,602,1258,2,4,1,3,1258,0,0,1258,0,1,2,0,3,1,3,5,0,4,1971.0,2,2,528,3,55,0,0,216,0,0,0,10,2008,145000,2516,2.0,2.5,37,271,1914,3044,37.0,4,65.60556289753659
1081,1082,20,75.0,7500,5,5,1963,1963,3,0,0.0,2,2,2,824,0,216,1040,2,1,1,3,1040,0,0,1040,1,0,1,1,3,1,2,5,0,4,1963.0,3,1,308,3,0,0,220,0,0,0,0,6,2010,133000,2080,1.5,2.5,47,220,1864,2388,47.0,47,62.675326605163775
1082,1083,20,70.0,8749,7,5,2002,2002,6,3,100.0,3,2,3,0,0,1459,1459,2,4,1,3,1459,0,0,1459,0,0,2,0,3,1,3,6,1,4,2002.0,2,2,527,3,192,39,0,0,0,0,0,9,2007,192000,2918,2.0,2.0,5,231,1459,3445,5.0,5,75.04142143422128
1083,1084,20,80.0,8800,6,6,1964,1964,3,3,425.0,2,2,2,553,0,698,1251,2,2,1,3,1251,0,0,1251,1,0,1,0,3,1,2,6,2,4,1964.0,2,1,461,3,0,116,0,0,0,0,700,3,2006,160000,2502,1.0,2.0,42,116,1804,2963,42.0,42,62.495892085837696
1084,1085,60,0.0,13031,6,5,1995,1996,3,0,0.0,2,2,3,592,0,99,691,2,3,1,3,691,807,0,1498,0,0,2,1,3,1,2,6,1,4,1995.0,3,2,409,3,315,44,0,0,0,0,0,7,2006,187500,2189,2.5,2.5,11,359,2090,2598,11.0,10,76.84454061251664
1085,1086,85,73.0,9069,6,6,1992,1992,3,0,0.0,2,2,3,747,0,189,936,2,4,1,3,996,0,0,996,1,0,1,0,2,1,3,5,0,4,1992.0,1,2,564,3,120,0,0,0,0,0,0,4,2010,147000,1932,1.0,2.0,18,120,1743,2496,18.0,18,71.1354746978608
1086,1087,160,0.0,1974,4,5,1973,1973,7,0,0.0,2,2,2,334,0,212,546,2,2,1,3,546,546,0,1092,0,0,1,1,3,1,2,6,0,4,1973.0,2,1,286,3,120,96,0,0,0,0,0,5,2010,83500,1638,1.5,1.5,37,216,1426,1924,37.0,37,57.56982376584562
1087,1088,60,85.0,10574,8,5,2005,2006,6,0,0.0,3,2,3,0,0,1082,1082,2,4,1,3,1082,871,0,1953,0,0,2,1,3,1,3,9,1,4,2005.0,2,3,1043,3,160,50,0,0,0,0,0,5,2009,252000,3035,2.5,2.5,4,210,1953,4078,4.0,3,82.65035776115711
1088,1089,160,24.0,2522,7,5,2004,2004,6,4,50.0,3,2,3,0,0,970,970,2,4,1,3,970,739,0,1709,0,0,2,0,3,1,3,7,0,2,2004.0,1,2,380,3,0,40,0,0,0,0,0,4,2006,137500,2679,2.0,2.0,2,40,1709,3059,2.0,2,57.244515282205136
1089,1090,120,37.0,3316,8,5,2005,2005,1,0,0.0,3,2,3,1039,0,208,1247,2,4,1,3,1247,0,0,1247,1,0,1,1,1,1,3,4,1,4,2005.0,3,2,550,3,0,84,0,0,0,0,0,4,2006,197000,2494,1.5,2.5,1,84,2286,3044,1.0,1,82.65035776115711
1090,1091,90,60.0,8544,3,4,1950,1950,5,0,0.0,2,2,0,0,0,0,0,0,1,0,2,1040,0,0,1040,0,0,2,0,2,2,2,6,0,2,1987.0,1,2,400,3,0,0,0,0,0,0,0,6,2009,92900,1040,2.0,2.0,59,0,1040,1440,22.0,59,62.495892085837696
1091,1092,160,24.0,2160,7,5,1999,2000,1,3,212.0,3,2,3,510,0,90,600,2,4,1,3,624,628,0,1252,1,0,2,1,2,1,3,4,0,2,1999.0,1,2,462,3,0,48,0,0,0,0,0,3,2008,160000,1852,2.5,3.5,9,48,1762,2314,9.0,8,82.65035776115711
1092,1093,50,60.0,8400,6,5,1925,1950,1,0,0.0,2,2,3,423,0,758,1181,2,1,1,3,1390,304,0,1694,0,0,2,0,4,1,2,7,1,2,1925.0,1,2,576,3,342,0,128,0,0,0,0,6,2008,136500,2875,2.0,2.0,83,470,2117,3451,83.0,58,56.219782992682305
1093,1094,20,71.0,9230,5,8,1965,1998,1,3,166.0,2,2,2,661,0,203,864,2,3,1,3,1200,0,0,1200,1,0,1,1,1,1,3,6,0,2,1977.0,1,2,884,3,0,64,0,0,0,0,0,10,2006,146000,2064,1.5,2.5,41,64,1861,2948,29.0,8,62.495892085837696
1094,1095,20,74.0,5868,5,7,1956,2000,1,0,0.0,2,2,2,248,240,448,936,2,4,1,3,936,0,0,936,1,0,1,0,2,1,2,4,0,4,1956.0,3,1,308,3,0,0,80,0,160,0,0,5,2010,129000,1872,1.0,2.0,54,240,1424,2180,54.0,10,62.495892085837696
1095,1096,20,78.0,9317,6,5,2006,2006,6,0,0.0,3,2,3,24,0,1290,1314,2,3,1,3,1314,0,0,1314,0,0,2,0,3,1,3,6,1,4,2006.0,2,2,440,3,0,22,0,0,0,0,0,3,2007,176432,2628,2.0,2.0,1,22,1338,3068,1.0,1,75.04142143422128
1096,1097,70,60.0,6882,6,7,1914,2006,1,0,0.0,2,2,3,0,0,684,684,2,2,1,3,773,582,0,1355,0,0,1,1,3,1,3,7,0,0,1900.0,0,0,0,0,136,0,115,0,0,0,0,3,2007,127000,2039,1.5,1.5,93,251,1355,2039,107.0,1,53.85268421741216
1097,1098,120,0.0,3696,8,5,1986,1986,3,0,0.0,3,2,2,0,0,1074,1074,2,4,1,3,1088,0,0,1088,0,0,1,1,2,1,3,5,0,4,1987.0,2,2,461,3,0,74,137,0,0,0,0,10,2007,170000,2162,1.5,1.5,21,211,1088,2623,20.0,21,91.26740111931524
1098,1099,50,50.0,6000,4,6,1936,1950,1,0,0.0,2,2,1,672,0,0,672,2,2,1,3,757,567,0,1324,0,0,1,0,3,1,2,6,0,2,1936.0,1,1,240,3,0,0,0,0,0,0,0,7,2009,128000,1996,1.0,1.0,73,0,1996,2236,73.0,59,63.70429189835996
1099,1100,20,82.0,11880,7,5,1978,1978,4,3,206.0,2,2,2,704,0,567,1271,2,2,1,3,1601,0,0,1601,0,0,2,0,3,1,2,7,1,4,1978.0,2,2,478,3,0,0,0,0,0,0,0,4,2009,157000,2872,2.0,2.0,31,0,2305,3350,31.0,31,65.60556289753659
1100,1101,30,60.0,8400,2,5,1920,1950,1,0,0.0,2,2,2,290,0,0,290,2,2,0,1,438,0,0,438,0,0,1,0,1,1,1,3,0,2,1930.0,1,1,246,3,0,0,0,0,0,0,0,1,2009,60000,728,1.0,1.0,89,0,728,974,79.0,59,56.219782992682305
1101,1102,20,61.0,9758,5,5,1971,1971,3,0,0.0,2,2,2,412,287,251,950,2,2,1,3,950,0,0,950,0,0,1,0,3,1,2,5,0,2,1981.0,1,1,280,3,0,0,0,0,0,0,0,7,2007,119500,1900,1.0,1.0,36,0,1649,2180,26.0,36,62.495892085837696
1102,1103,20,70.0,7000,5,7,1960,2002,1,3,45.0,2,2,2,588,0,422,1010,2,4,1,3,1134,0,0,1134,0,0,1,0,2,1,2,6,0,4,1960.0,2,1,254,3,0,16,0,0,0,0,0,4,2007,135000,2144,1.0,1.0,47,16,1722,2398,47.0,5,62.495892085837696
1103,1104,20,79.0,8910,6,6,1959,1959,5,0,0.0,2,2,2,655,0,0,655,2,4,1,3,1194,0,0,1194,0,1,1,0,3,1,2,6,1,4,1954.0,3,2,539,3,0,0,192,0,0,0,0,7,2006,159500,1849,1.0,1.5,47,192,1849,2388,52.0,47,62.495892085837696
1104,1105,160,24.0,2016,5,5,1970,1970,3,3,304.0,2,2,2,0,0,630,630,2,2,1,3,630,672,0,1302,0,0,2,1,3,1,2,6,0,2,1970.0,1,2,440,3,0,0,0,0,0,0,0,4,2007,106000,1932,2.5,2.5,37,0,1302,2372,37.0,37,60.503745521658885
1105,1106,60,98.0,12256,8,5,1994,1995,3,3,362.0,3,2,3,1032,0,431,1463,2,4,1,3,1500,1122,0,2622,1,0,2,1,3,1,3,9,2,4,1994.0,2,2,712,3,186,32,0,0,0,0,0,4,2010,325000,4085,2.5,3.5,16,218,3654,4797,16.0,15,83.76917498948856
1106,1107,20,114.0,10357,7,5,1990,1991,3,0,0.0,3,2,3,738,0,172,910,2,3,1,3,1442,0,0,1442,1,0,2,0,3,1,3,6,1,4,1990.0,3,2,719,3,0,244,0,0,0,0,0,5,2007,179900,2352,2.0,3.0,17,244,2180,3071,17.0,16,71.1354746978608
1107,1108,60,168.0,23257,7,5,2006,2006,6,0,0.0,3,2,3,0,0,868,868,2,4,1,3,887,1134,0,2021,0,0,2,1,3,1,3,9,1,4,2006.0,2,2,422,3,0,100,0,0,0,0,0,9,2006,274725,2889,2.5,2.5,0,100,2021,3311,0.0,0,76.84454061251664
1108,1109,60,0.0,8063,6,5,2000,2000,6,0,0.0,2,2,3,0,0,924,924,2,4,1,3,948,742,0,1690,0,0,2,1,3,1,2,7,1,4,2000.0,2,2,463,3,100,48,0,0,0,0,0,11,2007,181000,2614,2.5,2.5,7,148,1690,3077,7.0,7,76.84454061251664
1109,1110,20,107.0,11362,8,5,2004,2005,1,4,42.0,3,2,3,1039,0,797,1836,2,4,1,3,1836,0,0,1836,1,0,2,0,3,1,3,7,1,4,2004.0,3,3,862,3,125,185,0,0,0,0,0,3,2009,280000,3672,2.0,3.0,5,310,2875,4534,5.0,4,89.88078067216345
1110,1111,60,0.0,8000,6,5,1995,1996,3,0,0.0,2,2,3,219,0,554,773,2,3,1,3,773,885,0,1658,1,0,2,1,3,1,2,8,1,4,1995.0,3,2,431,3,224,84,0,0,0,0,0,6,2008,188000,2431,2.5,3.5,13,308,1877,2862,13.0,12,76.84454061251664
1111,1112,60,80.0,10480,7,6,1976,1976,4,3,660.0,2,2,2,403,0,400,803,2,2,1,3,1098,866,0,1964,0,0,2,1,4,1,2,8,1,4,1976.0,2,2,483,3,0,69,0,0,0,0,0,9,2008,205000,2767,2.5,2.5,32,69,2367,3250,32.0,32,65.60556289753659
1112,1113,20,73.0,7100,5,7,1957,1957,1,0,0.0,2,2,2,708,0,108,816,2,2,1,2,816,0,0,816,1,0,1,0,2,1,2,5,0,2,1957.0,1,1,308,3,0,0,0,0,0,0,0,7,2006,129900,1632,1.0,2.0,49,0,1524,1940,49.0,49,62.495892085837696
1113,1114,20,66.0,8923,5,7,1953,2006,1,0,0.0,2,2,2,643,0,365,1008,2,3,1,3,1008,0,0,1008,1,0,1,0,2,1,3,6,0,4,1953.0,1,1,240,3,0,18,0,0,0,0,0,5,2007,134500,2016,1.0,2.0,54,18,1651,2256,54.0,1,62.495892085837696
1114,1115,20,90.0,5400,5,7,1954,2000,1,0,0.0,2,3,2,415,0,418,833,2,4,1,3,833,0,0,833,0,0,1,0,2,1,3,4,0,2,1955.0,1,1,326,3,0,0,0,0,0,0,0,8,2006,117000,1666,1.0,1.0,52,0,1248,1992,51.0,6,56.50343751827948
1115,1116,20,93.0,12085,8,5,2007,2007,6,4,328.0,3,2,3,1004,0,730,1734,2,4,1,3,1734,0,0,1734,1,0,2,0,3,1,4,7,1,4,2007.0,2,3,928,3,0,0,0,0,0,0,0,11,2007,318000,3468,2.0,3.0,0,0,2738,4396,0.0,0,89.88078067216345
1116,1117,80,0.0,7750,8,5,2002,2002,6,0,0.0,3,2,3,353,0,55,408,2,4,1,3,779,640,0,1419,1,0,2,1,3,1,3,7,1,4,2002.0,3,2,527,3,120,0,0,0,0,0,0,3,2009,184100,1827,2.5,3.5,7,120,1772,2354,7.0,7,76.84454061251664
1117,1118,20,57.0,9764,5,7,1967,2003,6,0,0.0,2,2,2,702,0,192,894,2,4,1,3,894,0,0,894,1,0,1,0,3,1,3,5,0,4,1967.0,2,2,450,3,0,0,0,0,0,0,0,5,2008,130000,1788,1.0,2.0,41,0,1596,2238,41.0,5,62.675326605163775
1118,1119,80,85.0,13825,5,6,1958,1987,1,0,0.0,2,3,2,0,0,533,533,2,2,1,3,1021,580,0,1601,0,1,1,0,3,1,2,6,0,4,1958.0,2,1,300,3,280,34,0,0,0,0,0,12,2008,140000,2134,1.0,1.5,50,314,1601,2434,50.0,21,62.675326605163775
1119,1120,20,70.0,7560,5,5,1959,1959,5,0,0.0,2,2,2,369,0,671,1040,2,2,1,2,1040,0,0,1040,0,0,1,0,3,1,2,6,0,4,1959.0,2,1,286,3,140,0,252,0,0,0,0,7,2006,133700,2080,1.0,1.0,47,392,1409,2366,47.0,47,62.495892085837696
1120,1121,30,59.0,8263,6,5,1920,1950,5,0,0.0,2,2,1,0,0,1012,1012,2,2,1,2,1012,0,0,1012,0,0,1,0,2,1,2,6,1,2,1920.0,1,1,308,3,0,22,112,0,0,0,0,5,2007,118400,2024,1.0,1.0,87,134,1012,2332,87.0,57,53.85268421741216
1121,1122,20,84.0,10084,7,5,2005,2006,6,3,196.0,3,2,3,24,0,1528,1552,2,4,1,3,1552,0,0,1552,0,0,2,0,3,1,3,7,0,4,2005.0,2,3,782,3,144,20,0,0,0,0,0,7,2006,212900,3104,2.0,2.0,1,164,1576,3886,1.0,0,75.04142143422128
1122,1123,20,0.0,8926,4,3,1956,1956,0,0,0.0,2,2,2,0,0,672,672,2,4,1,2,960,0,0,960,0,0,1,0,3,1,2,5,0,3,1956.0,1,1,288,3,64,0,0,0,160,0,0,10,2009,112000,1632,1.0,1.0,53,224,960,1920,53.0,53,57.244515282205136
1123,1124,20,50.0,9405,5,9,1947,2008,6,0,0.0,2,4,2,0,0,698,698,2,4,1,3,698,0,0,698,0,1,1,0,2,1,2,4,0,0,1900.0,0,0,0,0,0,200,0,0,0,0,0,6,2009,118000,1396,1.0,1.5,62,200,698,1396,109.0,1,57.244515282205136
1124,1125,80,0.0,9125,7,5,1992,1992,3,3,170.0,2,2,3,0,0,384,384,2,3,1,3,812,670,0,1482,0,0,2,1,3,1,3,7,1,4,1992.0,3,2,392,3,100,25,0,0,0,0,0,7,2007,163900,1866,2.5,2.5,15,125,1482,2258,15.0,15,76.84454061251664
1125,1126,20,60.0,10434,4,5,1955,1955,4,0,0.0,2,2,2,0,0,1005,1005,2,2,1,3,1005,0,0,1005,0,0,1,0,2,1,1,5,1,2,1977.0,1,2,672,2,0,0,0,0,0,0,0,11,2009,115000,2010,1.0,1.0,54,0,1005,2682,32.0,54,62.495892085837696
1126,1127,120,53.0,3684,7,5,2007,2007,6,3,130.0,3,2,3,0,0,1373,1373,2,4,1,3,1555,0,0,1555,0,0,2,0,2,1,3,7,1,4,2007.0,3,3,660,3,143,20,0,0,0,0,0,6,2009,174000,2928,2.0,2.0,2,163,1555,3588,2.0,2,70.80156016242786
1127,1128,20,182.0,14572,7,5,2004,2004,6,0,0.0,3,2,3,1300,0,230,1530,2,4,1,3,1530,0,0,1530,1,0,2,0,3,1,3,7,1,4,2004.0,3,3,630,3,144,36,0,0,0,0,0,11,2007,259000,3060,2.0,3.0,3,180,2830,3690,3.0,3,76.84454061251664
1128,1129,60,59.0,11796,7,5,2004,2005,6,0,0.0,3,2,3,0,0,847,847,2,4,1,3,847,1112,0,1959,0,0,2,1,4,1,3,8,1,4,2004.0,3,2,434,3,100,48,0,0,0,0,0,7,2007,215000,2806,2.5,2.5,3,148,1959,3240,3.0,2,76.84454061251664
1129,1130,90,60.0,7200,5,5,1980,1980,1,3,180.0,2,2,2,936,0,0,936,2,2,1,3,936,0,0,936,1,0,1,0,2,1,2,4,0,2,1980.0,1,2,672,3,49,0,0,0,0,0,0,8,2007,140000,1872,1.0,2.0,27,49,1872,2544,27.0,27,56.50343751827948
1130,1131,50,65.0,7804,4,3,1928,1950,1,0,0.0,2,2,1,622,0,500,1122,2,2,1,3,1328,653,0,1981,1,0,2,0,4,1,3,7,2,2,1981.0,1,2,576,3,431,44,0,0,0,0,0,12,2009,135000,3103,2.0,3.0,81,475,2603,3679,28.0,59,56.219782992682305
1131,1132,20,63.0,10712,5,5,1991,1992,3,0,0.0,2,2,3,212,0,762,974,2,2,1,3,974,0,0,974,0,0,1,0,3,1,2,5,0,0,1900.0,0,0,0,0,0,28,0,0,0,0,0,9,2007,93500,1948,1.0,1.0,16,28,1186,1948,107.0,15,65.41403406858139
1132,1133,70,90.0,9900,6,4,1880,1950,1,0,0.0,2,2,1,0,0,1008,1008,1,2,1,3,1178,1032,0,2210,0,0,2,0,5,1,1,8,0,2,1930.0,1,1,205,2,0,48,0,0,0,0,0,5,2007,117500,3218,2.0,2.0,127,48,2210,3423,77.0,57,56.50343751827948
1133,1134,60,80.0,9828,8,5,1995,1995,6,0,0.0,3,2,3,584,0,544,1128,2,4,1,3,1142,878,0,2020,0,0,2,1,3,1,3,8,1,4,1995.0,2,2,466,3,0,155,0,0,0,0,0,6,2009,239500,3148,2.5,2.5,14,155,2604,3614,14.0,14,71.1354746978608
1134,1135,60,57.0,8773,6,5,1997,1997,6,0,0.0,2,2,3,0,0,916,916,2,3,1,3,916,684,0,1600,0,0,2,1,3,1,2,7,1,4,1997.0,3,2,460,3,100,38,0,0,0,0,0,8,2007,169000,2516,2.5,2.5,10,138,1600,2976,10.0,10,76.84454061251664
1135,1136,30,60.0,6180,6,5,1926,1950,1,0,0.0,2,2,1,0,0,960,960,2,2,0,3,986,0,0,986,0,0,1,0,2,1,2,5,1,2,1926.0,1,1,180,3,0,128,0,0,0,0,0,5,2007,102000,1946,1.0,1.0,81,128,986,2126,81.0,57,63.70429189835996
1136,1137,50,80.0,9600,6,5,1950,1950,6,0,0.0,2,2,2,280,0,752,1032,2,2,1,2,1032,220,0,1252,0,0,1,0,3,1,2,6,0,4,1950.0,1,1,288,3,0,0,96,0,0,0,0,4,2008,119000,2284,1.0,1.0,58,96,1532,2572,58.0,58,62.495892085837696
1137,1138,50,54.0,6342,5,8,1875,1996,6,0,0.0,2,3,2,0,0,780,780,2,3,0,3,780,240,0,1020,0,0,1,0,2,1,2,6,0,0,1900.0,0,0,0,0,0,0,176,0,0,0,0,5,2010,94000,1800,1.0,1.0,135,176,1020,1800,110.0,14,62.675326605163775
1138,1139,20,0.0,9819,6,5,1977,1977,4,0,0.0,2,2,3,1567,0,0,1567,2,2,1,3,1567,0,0,1567,1,0,2,0,2,1,3,5,2,4,1977.0,2,2,714,3,264,32,0,0,0,0,0,5,2009,196000,3134,2.0,3.0,32,296,3134,3848,32.0,32,65.41403406858139
1139,1140,30,98.0,8731,5,5,1920,1950,2,0,0.0,2,1,1,645,0,270,915,2,2,1,3,1167,0,0,1167,0,0,1,0,3,1,2,6,1,2,1972.0,1,2,495,3,0,0,216,0,126,0,0,5,2007,144000,2082,1.0,1.0,87,342,1812,2577,35.0,57,63.70429189835996
